"titel";"titel_key";"online_tijdsaspect";"categorie";"externe_id";"datum";"adres";"postcode";"omschrijving";"locatie";"website";"plaats";"textafbeelding";"email";"telefoonnummer";"custom_color";"custom_icon";"custom_extra_title";"iconen_id";"date_created";"date_modified";"datum_eind";"type";"Adres";"Categorie_naam";"Categorie_nummer";"Categorie_status";"Datum";"Status";"Subrubriek";"categorie_2";"id_2";"opmerking";"title";"url"
"MORA-0932895";"mora_0932895";"1";"277";"";"2017-01-17 00:00:00";"Tom Schreursweg 102";"";"";"POINT (4.75957678227 52.3814722332)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:38";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Tom Schreursweg 102";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"17-01-2017";"In behandeling";"Stank- / geluidsoverlast";"9173";"point_3684495";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0932895";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0932895/?ajax=true&summary=balloon"
"MORA-0334099";"mora_0334099";"1";"277";"";"2015-02-17 00:00:00";"Osdorperweg";"";"";"POINT (4.75917770369 52.381649873)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:38";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Osdorperweg";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - Nieuw";"17-02-2015";"Nieuw";"Overig";"9173";"point_3355641";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0334099";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0334099/?ajax=true&summary=balloon"
"MORA-0337167";"mora_0337167";"1";"277";"";"2015-02-20 00:00:00";"Limmerick 17";"";"";"POINT (4.77490975467 52.3900369585)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:38";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Limmerick 17";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - Nieuw";"20-02-2015";"Nieuw";"Hinderlijk geplaatst object";"9173";"point_3356499";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0337167";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0337167/?ajax=true&summary=balloon"
"MORA-0675349";"mora_0675349";"1";"277";"";"2016-04-07 00:00:00";"Lutkemeerweg 6";"";"";"POINT (4.77829531627 52.3692207583)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:38";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Lutkemeerweg 6";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"07-04-2016";"In behandeling";"Bouw- / sloopoverlast";"9173";"point_3532221";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0675349";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0675349/?ajax=true&summary=balloon"
"MORA-0680810";"mora_0680810";"1";"277";"";"2016-04-14 00:00:00";"Groezestraat 8";"";"";"POINT (4.78231950709 52.3583841274)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:38";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Groezestraat 8";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"14-04-2016";"In behandeling";"Overig";"9173";"point_3535519";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0680810";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0680810/?ajax=true&summary=balloon"
"MORA-0681471";"mora_0681471";"1";"277";"";"2016-04-14 00:00:00";"Jan Rebelstraat 20";"";"";"POINT (4.7858558284 52.3617456079)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:38";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Jan Rebelstraat 20";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"14-04-2016";"In behandeling";"Stank- / geluidsoverlast";"9173";"point_3535494";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0681471";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0681471/?ajax=true&summary=balloon"
"MORA-0635519";"mora_0635519_1";"1";"277";"";"2016-02-18 00:00:00";"Portsmuiden 46";"";"";"POINT (4.78512332969 52.3897567765)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:38";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Portsmuiden 46";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - Nieuw";"18-02-2016";"Nieuw";"Overig";"9173";"point_3641890";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0635519";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0635519/?ajax=true&summary=balloon"
"MORA-0887779";"mora_0887779";"1";"277";"";"2016-11-18 00:00:00";"Osdorperweg 547";"";"";"POINT (4.78336269711 52.3669458384)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:38";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Osdorperweg 547";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"18-11-2016";"In behandeling";"Overig";"9173";"point_3647484";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0887779";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0887779/?ajax=true&summary=balloon"
"MORA-0901726";"mora_0901726";"1";"277";"";"2016-12-02 00:00:00";"Portsmuiden 39";"";"";"POINT (4.78231729891 52.390847971)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:38";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Portsmuiden 39";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"02-12-2016";"In behandeling";"Parkeeroverlast";"9173";"point_3653345";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0901726";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0901726/?ajax=true&summary=balloon"
"MORA-0937358";"mora_0937358_1";"1";"277";"";"2017-01-25 00:00:00";"Doblijn 26";"";"";"POINT (4.77432578701 52.389773293)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:38";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Opgelost";"Doblijn 26";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - Doorgestuurd naar externe partij";"25-01-2017";"Doorgestuurd naar externe partij";"Auto- / scooter- / bromfiets(wrak)";"9173";"point_3686698";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0937358";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0937358/?ajax=true&summary=balloon"
"MORA-0940538";"mora_0940538";"1";"277";"";"2017-01-31 00:00:00";"Berlagehof 35";"";"";"POINT (4.79487925375 52.3764411824)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:38";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Berlagehof 35";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"31-01-2017";"In behandeling";"Stank- / geluidsoverlast";"9173";"point_3689131";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0940538";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0940538/?ajax=true&summary=balloon"
"MORA-0424222";"mora_0424222";"1";"277";"";"2015-06-11 00:00:00";"Hugo Verriesthof 25";"";"";"POINT (4.81519914608 52.3768466723)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:38";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Hugo Verriesthof 25";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - Nieuw";"11-06-2015";"Nieuw";"Parkeeroverlast";"9173";"point_3388766";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0424222";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0424222/?ajax=true&summary=balloon"
"MORA-0347860";"mora_0347860";"1";"277";"";"2015-03-04 00:00:00";"Blomwijckerpad 1";"";"";"POINT (4.80260377135 52.3608588201)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:38";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Blomwijckerpad 1";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"04-03-2015";"In behandeling";"Stank- / geluidsoverlast";"9173";"point_3359649";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0347860";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0347860/?ajax=true&summary=balloon"
"MORA-0544296";"mora_0544296";"1";"277";"";"2015-10-30 00:00:00";"Martini van Geffenstraat 24";"";"";"POINT (4.80234146286 52.3573702611)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:38";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Martini van Geffenstraat 24";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"30-10-2015";"In behandeling";"Parkeeroverlast";"9173";"point_3447299";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0544296";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0544296/?ajax=true&summary=balloon"
"MORA-0781703";"mora_0781703";"1";"277";"";"2016-08-01 00:00:00";"Eastonstraat 227";"";"";"POINT (4.8128347329 52.3564329861)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:38";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Eastonstraat 227";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"01-08-2016";"In behandeling";"Stank- / geluidsoverlast";"9173";"point_3602963";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0781703";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0781703/?ajax=true&summary=balloon"
"MORA-0788919";"mora_0788919_1";"1";"277";"";"2016-08-08 00:00:00";"Frederik van Dorpstraat 28";"";"";"POINT (4.80599108571 52.3835696084)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:38";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Frederik van Dorpstraat 28";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"08-08-2016";"In behandeling";"Stank- / geluidsoverlast";"9173";"point_3605036";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0788919";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0788919/?ajax=true&summary=balloon"
"MORA-0789446";"mora_0789446";"1";"277";"";"2016-08-09 00:00:00";"Schopenhauerhof 1";"";"";"POINT (4.81416981281 52.3746756467)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:38";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Schopenhauerhof 1";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"09-08-2016";"In behandeling";"Parkeeroverlast";"9173";"point_3605626";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0789446";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0789446/?ajax=true&summary=balloon"
"MORA-0794505-2";"mora_0794505_2_1";"1";"277";"";"2016-08-15 00:00:00";"Tussen Meer 213";"";"";"POINT (4.79594355149 52.3571946714)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:38";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Tussen Meer 213";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"15-08-2016";"In behandeling";"Stank- / geluidsoverlast";"9173";"point_3608097";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0794505-2";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0794505-2/?ajax=true&summary=balloon"
"MORA-0796844";"mora_0796844";"1";"277";"";"2016-08-17 00:00:00";"Lambertus Zijlplein 29";"";"";"POINT (4.80128472882 52.3784773229)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:38";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Lambertus Zijlplein 29";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"17-08-2016";"In behandeling";"Stank- / geluidsoverlast";"9173";"point_3608784";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0796844";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0796844/?ajax=true&summary=balloon"
"MORA-0835586";"mora_0835586_1";"1";"277";"";"2016-09-23 00:00:00";"Lodewijk van Deysselstraat 55";"";"";"POINT (4.81485663592 52.377213515)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:38";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Lodewijk van Deysselstraat 55";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"23-09-2016";"In behandeling";"Overig";"9173";"point_3625418";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0835586";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0835586/?ajax=true&summary=balloon"
"MORA-0837618";"mora_0837618";"1";"277";"";"2016-09-26 00:00:00";"Burgemeester Van Leeuwenlaan 1";"";"";"POINT (4.8116040323 52.3743576175)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:38";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Burgemeester Van Leeuwenlaan 1";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"26-09-2016";"In behandeling";"Parkeeroverlast";"9173";"point_3626659";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0837618";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0837618/?ajax=true&summary=balloon"
"MORA-0840174";"mora_0840174";"1";"277";"";"2016-09-28 00:00:00";"Lambertus Zijlplein 17";"";"";"POINT (4.800834707 52.3780796339)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:38";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Lambertus Zijlplein 17";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"28-09-2016";"In behandeling";"Hinderlijk geplaatst object";"9173";"point_3627653";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0840174";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0840174/?ajax=true&summary=balloon"
"MORA-0841060";"mora_0841060_1";"1";"277";"";"2016-09-29 00:00:00";"Michel de Klerkhof 14";"";"";"POINT (4.79669470034 52.3757581924)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:38";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Michel de Klerkhof 14";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"29-09-2016";"In behandeling";"Bouw- / sloopoverlast";"9173";"point_3628061";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0841060";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0841060/?ajax=true&summary=balloon"
"MORA-0849409";"mora_0849409_1";"1";"277";"";"2016-10-07 00:00:00";"Tussen Meer 85";"";"";"POINT (4.80023375737 52.3580159373)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:39";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Tussen Meer 85";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"07-10-2016";"In behandeling";"Hinderlijk geplaatst object";"9173";"point_3631323";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0849409";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0849409/?ajax=true&summary=balloon"
"MORA-0860927";"mora_0860927";"1";"277";"";"2016-10-20 00:00:00";"Pieter van der Werfstraat 88";"";"";"POINT (4.80255785183 52.3810541136)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:39";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Opgelost";"Pieter van der Werfstraat 88";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - Afgerond";"20-10-2016";"Afgerond";"Graffiti / wildplak";"9173";"point_3636024";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0860927";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0860927/?ajax=true&summary=balloon"
"MORA-0871943";"mora_0871943_1";"1";"277";"";"2016-11-01 00:00:00";"Bernard Loderstraat 59";"";"";"POINT (4.81592755376 52.3807239078)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:39";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Bernard Loderstraat 59";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"01-11-2016";"In behandeling";"Parkeeroverlast";"9173";"point_3641095";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0871943";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0871943/?ajax=true&summary=balloon"
"MORA-0887740";"mora_0887740";"1";"277";"";"2016-11-18 00:00:00";"Cromme Camp 13";"";"";"POINT (4.80070646288 52.3600135705)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:39";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Cromme Camp 13";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"18-11-2016";"In behandeling";"Bouw- / sloopoverlast";"9173";"point_3647519";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0887740";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0887740/?ajax=true&summary=balloon"
"MORA-0896340";"mora_0896340";"1";"277";"";"2016-11-28 00:00:00";"Groenpad 27";"";"";"POINT (4.80304711958 52.3606363141)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:39";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Groenpad 27";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"28-11-2016";"In behandeling";"Overig";"9173";"point_3650733";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0896340";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0896340/?ajax=true&summary=balloon"
"MORA-0904656";"mora_0904656";"1";"277";"";"2016-12-06 00:00:00";"De Bazelhof 9";"";"";"POINT (4.79562044766 52.3759235975)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:39";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"De Bazelhof 9";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"06-12-2016";"In behandeling";"Vuurwerkoverlast";"9173";"point_3654308";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0904656";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0904656/?ajax=true&summary=balloon"
"MORA-0905340";"mora_0905340";"1";"277";"";"2016-12-06 00:00:00";"De Bazelhof 1";"";"";"POINT (4.79595963221 52.3758174385)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:39";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"De Bazelhof 1";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"06-12-2016";"In behandeling";"Bouw- / sloopoverlast";"9173";"point_3654623";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0905340";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0905340/?ajax=true&summary=balloon"
"MORA-0912121";"mora_0912121_1";"1";"277";"";"2016-12-13 00:00:00";"Brediusstraat 7";"";"";"POINT (4.79694950919 52.3742674936)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:39";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Brediusstraat 7";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"13-12-2016";"In behandeling";"Hinderlijk geplaatst object";"9173";"point_3671028";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0912121";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0912121/?ajax=true&summary=balloon"
"MORA-0924982";"mora_0924982_1";"1";"277";"";"2017-01-04 00:00:00";"Groenpad 39";"";"";"POINT (4.80282408478 52.3608509202)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:39";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Groenpad 39";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"04-01-2017";"In behandeling";"Hinderlijk geplaatst object";"9173";"point_3678993";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0924982";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0924982/?ajax=true&summary=balloon"
"MORA-0930050";"mora_0930050";"1";"277";"";"2017-01-11 00:00:00";"Frederik van Dorpstraat 10";"";"";"POINT (4.80602905934 52.3829136893)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:39";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Opgelost";"Frederik van Dorpstraat 10";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - Doorgestuurd naar externe partij";"11-01-2017";"Doorgestuurd naar externe partij";"Hinderlijk geplaatst object";"9173";"point_3681710";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0930050";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0930050/?ajax=true&summary=balloon"
"MORA-0932774";"mora_0932774";"1";"277";"";"2017-01-17 00:00:00";"Cromme Camp 17";"";"";"POINT (4.80107261651 52.3600782987)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:39";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Cromme Camp 17";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"17-01-2017";"In behandeling";"Stank- / geluidsoverlast";"9173";"point_3684249";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0932774";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0932774/?ajax=true&summary=balloon"
"MORA-0935229";"mora_0935229_1";"1";"277";"";"2017-01-20 00:00:00";"Osdorpplein 324";"";"";"POINT (4.80460193049 52.3596193685)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:39";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Osdorpplein 324";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"20-01-2017";"In behandeling";"Parkeeroverlast";"9173";"point_3685431";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0935229";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0935229/?ajax=true&summary=balloon"
"MORA-0935168";"mora_0935168_1";"1";"277";"";"2017-01-20 00:00:00";"Osdorpplein 264";"";"";"POINT (4.80447017121 52.3595917566)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:39";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Osdorpplein 264";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"20-01-2017";"In behandeling";"Parkeeroverlast";"9173";"point_3685693";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0935168";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0935168/?ajax=true&summary=balloon"
